103.8260042, 1.3984984
103.8317126, 1.3958314
103.8386482, 1.3918089
103.842591, 1.3854146
103.8457828, 1.37887
103.8579556, 1.3708403
103.8480198, 1.3778722
103.8497042, 1.3689243
103.8506527, 1.3571975
103.848111, 1.3508248
103.8481271, 1.3507604
103.8486178, 1.3620999
103.8498969, 1.35102
103.8498816, 1.3510085
103.8498849, 1.3510219
103.8498781, 1.3510123
103.8498701, 1.3510274
103.8497904, 1.350979
103.8487868, 1.3703118
103.8487868, 1.3703118
103.848787, 1.3703116
103.8487868, 1.3703137
103.8487868, 1.3703137
103.8487868, 1.3703137
103.8487868, 1.3703137
103.8487869, 1.3703137
103.8712263, 1.3508662
103.8660115, 1.3535025
103.872229, 1.3508718
103.872229, 1.3508718
103.866012, 1.3535016
103.866012, 1.3535016
103.866012, 1.3535016
103.8837683, 1.3659954
103.8924694, 1.3770782
103.8924694, 1.3770782
103.8930862, 1.37784
103.8931077, 1.3777542
103.8930755, 1.3777005
103.8931345, 1.377781
103.8929843, 1.3778614
103.8928717, 1.3779258
103.8928502, 1.3778775
103.892818, 1.3778883
103.8926893, 1.3779312
103.8925766, 1.3777273
103.8928023, 1.3782779
103.8852488, 1.3603131
103.8851496, 1.3602354
103.8851781, 1.3605122
103.8853849, 1.3604126
103.8852664, 1.360533
103.8851762, 1.360578
103.885149, 1.3602209
103.8853316, 1.3600796
103.8851004, 1.3603696
103.8850395, 1.3603939
103.8845836, 1.3596545
103.883595, 1.3586593
103.883084, 1.3580541
103.8838005, 1.3573095
103.8849881, 1.357667
103.8852234, 1.3580224
103.8855954, 1.3583719
103.8856759, 1.3585108
103.8856756, 1.3585183
103.8859576, 1.3586126
103.8860525, 1.3585115
103.889573, 1.3572093
103.8897147, 1.3563934
103.8897836, 1.3560057
103.8903713, 1.3556803
103.8903719, 1.3557187
103.890753, 1.3557588
103.8907072, 1.35571
103.8905164, 1.3558403
103.8906507, 1.3558828
103.8905867, 1.355712
103.8892063, 1.3557104
103.8906621, 1.3558872
103.8907185, 1.3556291
103.8907081, 1.3556066
103.8907267, 1.3556396
103.8907084, 1.3556198
103.8907111, 1.3557477
103.8906935, 1.3558417
103.8906203, 1.3558056
103.890578, 1.355867
103.8907597, 1.3554001
103.8907197, 1.3556336
103.888119, 1.3542523
103.8907366, 1.355642
103.8907259, 1.3555616
103.8907259, 1.3555616
103.8907259, 1.3555616
103.8907329, 1.3555404
103.8907481, 1.3555
